VehicleId,DOL Vehicle ID,VIN (1-10),2020 Census Tract,City,City URI,Postal Code,Model Year,Make,Make URI,Model,Model URI,Electric Vehicle Type,Electric Vehicle Type URI,Clean Alternative Fuel Vehicle (CAFV) Eligibility,Electric Range
VID_5YJ3E1EB5K_347724772,347724772,5YJ3E1EB5K,53077001502,Yakima,https://www.wikidata.org/wiki/Q499203,98901,2019,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,220
VID_1C4RJXU67R_272165288,272165288,1C4RJXU67R,53035092901,Port Orchard,https://www.wikidata.org/wiki/Q935482,98367,2024,Jeep,https://www.wikidata.org/wiki/Q30113,Jeep Wrangler,https://www.wikidata.org/wiki/Q1353305,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,21
VID_KNDCD3LD0N_203182584,203182584,KNDCD3LD0N,53061051402,Lynnwood,https://www.wikidata.org/wiki/Q852607,98036,2022,Kia,https://www.wikidata.org/wiki/Q35349,Kia Niro,https://www.wikidata.org/wiki/Q22754238,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,26
VID_5UXKT0C37H_349010287,349010287,5UXKT0C37H,53033029806,Auburn,https://www.wikidata.org/wiki/Q661595,98001,2017,BMW,https://www.wikidata.org/wiki/Q26678,BMW X5,https://www.wikidata.org/wiki/Q796778,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,14
VID_1N4AZ0CP1D_131684150,131684150,1N4AZ0CP1D,53057952304,Mount Vernon,https://www.wikidata.org/wiki/Q866311,98273,2013,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,75
VID_1N4BZ0CP8G_256278109,256278109,1N4BZ0CP8G,53061052710,Marysville,https://www.wikidata.org/wiki/Q970001,98270,2016,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,84
VID_5YJSA1E26G_338404888,338404888,5YJSA1E26G,53007960400,Manson,https://www.wikidata.org/wiki/Q5991830,98831,2016,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model S,https://www.wikidata.org/wiki/Q1463050,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,210
VID_7SAYGDEE7P_241608608,241608608,7SAYGDEE7P,53061051917,Bothell,https://www.wikidata.org/wiki/Q303046,98021,2023,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model Y,https://www.wikidata.org/wiki/Q42298250,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_1N4AZ0CP5F_173391158,173391158,1N4AZ0CP5F,53061050502,Edmonds,https://www.wikidata.org/wiki/Q1055845,98020,2015,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,84
VID_WP1AE2A26G_176239570,176239570,WP1AE2A26G,53061041704,Everett,https://www.wikidata.org/wiki/Q392599,98208,2016,Porsche,https://www.wikidata.org/wiki/Q40993,Porsche Cayenne,https://www.wikidata.org/wiki/Q337148,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,14
VID_5YJSA1E45K_272614065,272614065,5YJSA1E45K,53035092300,Port Orchard,https://www.wikidata.org/wiki/Q935482,98366,2019,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model S,https://www.wikidata.org/wiki/Q1463050,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,270
VID_5UXTA6C09M_138597924,138597924,5UXTA6C09M,53061052203,Monroe,https://www.wikidata.org/wiki/Q1055861,98272,2021,BMW,https://www.wikidata.org/wiki/Q26678,BMW X5,https://www.wikidata.org/wiki/Q796778,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Clean Alternative Fuel Vehicle Eligible,30
VID_1G1FX6S06H_321043404,321043404,1G1FX6S06H,53061052119,Everett,https://www.wikidata.org/wiki/Q392599,98208,2017,Chevrolet,https://www.wikidata.org/wiki/Q29570,Chevrolet Bolt,https://www.wikidata.org/wiki/Q19580435,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,238
VID_5YJ3E1EB9K_240744927,240744927,5YJ3E1EB9K,53077001602,Yakima,https://www.wikidata.org/wiki/Q499203,98901,2019,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,220
VID_LPSED3KA9M_177987680,177987680,LPSED3KA9M,53061052007,Bothell,https://www.wikidata.org/wiki/Q303046,98012,2021,Polestar,https://www.wikidata.org/wiki/Q4047174,Polestar 2,https://www.wikidata.org/wiki/Q60965166,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,233
VID_KNDCC3LG1L_115041930,115041930,KNDCC3LG1L,53061042003,Edmonds,https://www.wikidata.org/wiki/Q1055845,98026,2020,Kia,https://www.wikidata.org/wiki/Q35349,Kia Niro EV,https://www.wikidata.org/wiki/Q62098509,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,239
VID_1N4AZ1CP1J_326278200,326278200,1N4AZ1CP1J,53063004702,Spokane,https://www.wikidata.org/wiki/Q187805,99223,2018,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,151
VID_1N4AZ0CP7D_185323862,185323862,1N4AZ0CP7D,53061052502,Snohomish,https://www.wikidata.org/wiki/Q1505974,98290,2013,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,75
VID_JN1BF0BA6P_261308225,261308225,JN1BF0BA6P,53061041809,Everett,https://www.wikidata.org/wiki/Q392599,98204,2023,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Ariya,https://www.wikidata.org/wiki/Q86674790,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_JHMZC5F35J_180431870,180431870,JHMZC5F35J,53061041202,Everett,https://www.wikidata.org/wiki/Q392599,98203,2018,Honda,https://www.wikidata.org/wiki/Q9584,Honda FCX Clarity,https://www.wikidata.org/wiki/Q1424582,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Clean Alternative Fuel Vehicle Eligible,47
VID_KNDCS3LF4R_258938088,258938088,KNDCS3LF4R,53057940302,Anacortes,https://www.wikidata.org/wiki/Q483595,98221,2024,Kia,https://www.wikidata.org/wiki/Q35349,Kia Niro,https://www.wikidata.org/wiki/Q22754238,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Clean Alternative Fuel Vehicle Eligible,33
VID_7SAYGDEE4P_261279630,261279630,7SAYGDEE4P,53061051933,Bothell,https://www.wikidata.org/wiki/Q303046,98012,2023,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model Y,https://www.wikidata.org/wiki/Q42298250,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_5YJ3E1ETXR_268212612,268212612,5YJ3E1ETXR,53077001702,Yakima,https://www.wikidata.org/wiki/Q499203,98901,2024,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_5YJ3E1EB8K_251048017,251048017,5YJ3E1EB8K,53035080500,Bremerton,https://www.wikidata.org/wiki/Q695417,98337,2019,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,220
VID_5YJ3E1EB3K_312503502,312503502,5YJ3E1EB3K,51059432000,Burke,https://www.wikidata.org/wiki/Q27988917,22015,2019,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,220
VID_5YJ3E1EA0S_275181903,275181903,5YJ3E1EA0S,53067012331,Olympia,https://www.wikidata.org/wiki/Q42735,98513,2025,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_5YJ3E1EB5L_237967131,237967131,5YJ3E1EB5L,53077001602,Yakima,https://www.wikidata.org/wiki/Q499203,98901,2020,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,322
VID_5YJ3E1EB5L_4741971,4741971,5YJ3E1EB5L,53061051917,Bothell,https://www.wikidata.org/wiki/Q303046,98021,2020,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,322
VID_5YJ3E1EB6J_203436691,203436691,5YJ3E1EB6J,53061041607,Everett,https://www.wikidata.org/wiki/Q392599,98208,2018,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,215
VID_WBY7Z2C52J_180885561,180885561,WBY7Z2C52J,53067010520,Olympia,https://www.wikidata.org/wiki/Q42735,98502,2018,BMW,https://www.wikidata.org/wiki/Q26678,BMW i3,https://www.wikidata.org/wiki/Q796785,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,114
VID_1N4AZ0CP5D_201803941,201803941,1N4AZ0CP5D,53007960600,Cashmere,https://www.wikidata.org/wiki/Q1207471,98815,2013,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,75
VID_5YJ3E1EB3L_122599004,122599004,5YJ3E1EB3L,53067011623,Olympia,https://www.wikidata.org/wiki/Q42735,98513,2020,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,322
VID_7SAYGAEE2P_223977904,223977904,7SAYGAEE2P,53007960400,Manson,https://www.wikidata.org/wiki/Q5991830,98831,2023,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model Y,https://www.wikidata.org/wiki/Q42298250,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_YV4BR00K5M_142171935,142171935,YV4BR00K5M,53063004300,Spokane,https://www.wikidata.org/wiki/Q187805,99203,2021,AB Volvo,https://www.wikidata.org/wiki/Q163810,Volvo XC90 II Plug-in Hybrid,https://www.wikidata.org/wiki/Q90920794,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,18
VID_1N4AZ0CP9E_235422421,235422421,1N4AZ0CP9E,53061041805,Everett,https://www.wikidata.org/wiki/Q392599,98208,2014,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,84
VID_7G2CEHED9R_273766069,273766069,7G2CEHED9R,53061051922,Bothell,https://www.wikidata.org/wiki/Q303046,98012,2024,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Cybertruck,https://www.wikidata.org/wiki/Q66311587,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_WBY1Z6C56H_102052499,102052499,WBY1Z6C56H,53061052008,Snohomish,https://www.wikidata.org/wiki/Q1505974,98296,2017,BMW,https://www.wikidata.org/wiki/Q26678,BMW i3,https://www.wikidata.org/wiki/Q796785,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,81
VID_5YJ3E1EB8L_220542787,220542787,5YJ3E1EB8L,53061051922,Bothell,https://www.wikidata.org/wiki/Q303046,98021,2020,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,322
VID_5YJSA1E41K_281880665,281880665,5YJSA1E41K,53061053803,Sultan,https://www.wikidata.org/wiki/Q1505643,98294,2019,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model S,https://www.wikidata.org/wiki/Q1463050,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,270
VID_1G1FX6S02H_347869105,347869105,1G1FX6S02H,53037975202,Ellensburg,https://www.wikidata.org/wiki/Q868684,98926,2017,Chevrolet,https://www.wikidata.org/wiki/Q29570,Chevrolet Bolt,https://www.wikidata.org/wiki/Q19580435,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,238
VID_YV4H60RC8S_276183960,276183960,YV4H60RC8S,53067011720,Olympia,https://www.wikidata.org/wiki/Q42735,98501,2025,AB Volvo,https://www.wikidata.org/wiki/Q163810,Volvo XC60 Plug-in Hybrid (SPA),https://www.wikidata.org/wiki/Q90701710,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Clean Alternative Fuel Vehicle Eligible,35
VID_WA1VABGE1M_149052473,149052473,WA1VABGE1M,53033032102,Issaquah,https://www.wikidata.org/wiki/Q40251,98027,2021,Audi AG,https://www.wikidata.org/wiki/Q23317,Audi e-tron,https://www.wikidata.org/wiki/Q56669231,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,222
VID_1N4AZ0CP1D_229368611,229368611,1N4AZ0CP1D,53061042001,Mukilteo,https://www.wikidata.org/wiki/Q1507307,98275,2013,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,75
VID_1N4AZ0CP6D_110360708,110360708,1N4AZ0CP6D,53057951502,Sedro-Woolley,https://www.wikidata.org/wiki/Q1502468,98284,2013,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,75
VID_1FMCU0LZ3N_218561892,218561892,1FMCU0LZ3N,53061052006,Mill Creek,https://www.wikidata.org/wiki/Q1508016,98012,2022,Ford,https://www.wikidata.org/wiki/Q44294,Ford Escape,https://www.wikidata.org/wiki/Q680524,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Clean Alternative Fuel Vehicle Eligible,38
VID_WA1LAAGE8K_256259734,256259734,WA1LAAGE8K,53057940401,Anacortes,https://www.wikidata.org/wiki/Q483595,98221,2019,Audi AG,https://www.wikidata.org/wiki/Q23317,Audi e-tron,https://www.wikidata.org/wiki/Q56669231,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,204
VID_WA1VAAGE4K_168646530,168646530,WA1VAAGE4K,53061051931,Lynnwood,https://www.wikidata.org/wiki/Q852607,98036,2019,Audi AG,https://www.wikidata.org/wiki/Q23317,Audi e-tron,https://www.wikidata.org/wiki/Q56669231,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,204
VID_5YJ3E1EA9P_225869521,225869521,5YJ3E1EA9P,53067012221,Lacey,https://www.wikidata.org/wiki/Q970086,98516,2023,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_5YJYGDEF1L_113762792,113762792,5YJYGDEF1L,53067010700,Olympia,https://www.wikidata.org/wiki/Q42735,98501,2020,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model Y,https://www.wikidata.org/wiki/Q42298250,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,291
VID_1G1RD6E42F_474620429,474620429,1G1RD6E42F,53061052402,Snohomish,https://www.wikidata.org/wiki/Q1505974,98290,2015,Chevrolet,https://www.wikidata.org/wiki/Q29570,Chevrolet Volt,https://www.wikidata.org/wiki/Q927395,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Clean Alternative Fuel Vehicle Eligible,38
VID_WA1F2AFY4N_179369375,179369375,WA1F2AFY4N,53061050403,Edmonds,https://www.wikidata.org/wiki/Q1055845,98020,2022,Audi AG,https://www.wikidata.org/wiki/Q23317,Audi Q5,https://www.wikidata.org/wiki/Q758769,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,23
VID_3C3CFFGE6E_122970620,122970620,3C3CFFGE6E,53067010300,Olympia,https://www.wikidata.org/wiki/Q42735,98506,2014,Fiat,https://www.wikidata.org/wiki/Q27597,Fiat 500,https://www.wikidata.org/wiki/Q467767,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,87
VID_SADHC2S16L_260331886,260331886,SADHC2S16L,53061042001,Mukilteo,https://www.wikidata.org/wiki/Q1507307,98275,2020,Jaguar Cars,https://www.wikidata.org/wiki/Q30055,Jaguar I-Pace,https://www.wikidata.org/wiki/Q27941336,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,234
VID_1N4BZ0CP9H_104739050,104739050,1N4BZ0CP9H,53061050200,Edmonds,https://www.wikidata.org/wiki/Q1055845,98026,2017,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,107
VID_KNDCC3LG6L_274079109,274079109,KNDCC3LG6L,53061051500,Lynnwood,https://www.wikidata.org/wiki/Q852607,98036,2020,Kia,https://www.wikidata.org/wiki/Q35349,Kia Niro EV,https://www.wikidata.org/wiki/Q62098509,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,239
VID_5YJ3E1EA1J_276265678,276265678,5YJ3E1EA1J,53075000100,Pullman,https://www.wikidata.org/wiki/Q983540,99163,2018,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,215
VID_7SAYGDEE3S_276949571,276949571,7SAYGDEE3S,53077003004,Selah,https://www.wikidata.org/wiki/Q947107,98942,2025,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model Y,https://www.wikidata.org/wiki/Q42298250,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_5YJ3E1EB1J_475641218,475641218,5YJ3E1EB1J,53075000300,Pullman,https://www.wikidata.org/wiki/Q983540,99163,2018,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,215
VID_5YJSA1H29F_220918239,220918239,5YJSA1H29F,53061051937,Bothell,https://www.wikidata.org/wiki/Q303046,98021,2015,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model S,https://www.wikidata.org/wiki/Q1463050,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,208
VID_LPSED3KAXM_274266730,274266730,LPSED3KAXM,53061042001,Mukilteo,https://www.wikidata.org/wiki/Q1507307,98275,2021,Polestar,https://www.wikidata.org/wiki/Q4047174,Polestar 2,https://www.wikidata.org/wiki/Q60965166,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,233
VID_WBY53EJ09S_278535344,278535344,WBY53EJ09S,53061050200,Edmonds,https://www.wikidata.org/wiki/Q1055845,98026,2025,BMW,https://www.wikidata.org/wiki/Q26678,BMW i7,https://www.wikidata.org/wiki/Q111677072,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_1G1RA6E41C_223549448,223549448,1G1RA6E41C,53077001702,Moxee,https://www.wikidata.org/wiki/Q1207495,98936,2012,Chevrolet,https://www.wikidata.org/wiki/Q29570,Chevrolet Volt,https://www.wikidata.org/wiki/Q927395,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Clean Alternative Fuel Vehicle Eligible,35
VID_JM3KKEHA2R_259006968,259006968,JM3KKEHA2R,53075000300,Pullman,https://www.wikidata.org/wiki/Q983540,99163,2024,Mazda,https://www.wikidata.org/wiki/Q35996,Mazda CX-90,https://www.wikidata.org/wiki/Q116526635,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,26
VID_3FA6P0PU9F_265863412,265863412,3FA6P0PU9F,53025011001,Moses Lake,https://www.wikidata.org/wiki/Q1065526,98837,2015,Ford,https://www.wikidata.org/wiki/Q44294,Ford Fusion Hybrid,https://www.wikidata.org/wiki/Q5467794,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,19
VID_5YJSA1H11F_206335678,206335678,5YJSA1H11F,53061052708,Marysville,https://www.wikidata.org/wiki/Q970001,98270,2015,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model S,https://www.wikidata.org/wiki/Q1463050,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,208
VID_3C3CFFGE4F_172463350,172463350,3C3CFFGE4F,53067010200,Olympia,https://www.wikidata.org/wiki/Q42735,98506,2015,Fiat,https://www.wikidata.org/wiki/Q27597,Fiat 500,https://www.wikidata.org/wiki/Q467767,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,87
VID_5YJ3E1EB3K_177583864,177583864,5YJ3E1EB3K,53061052203,Monroe,https://www.wikidata.org/wiki/Q1055861,98272,2019,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,220
VID_7SAYGDEE5T_281745187,281745187,7SAYGDEE5T,53061051922,Bothell,https://www.wikidata.org/wiki/Q303046,98021,2026,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model Y,https://www.wikidata.org/wiki/Q42298250,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_1N4AZ0CP0D_170441568,170441568,1N4AZ0CP0D,53029971000,Oak Harbor,https://www.wikidata.org/wiki/Q990977,98277,2013,Nissan Motor Co. Ltd.,https://www.wikidata.org/wiki/Q20165,Nissan Leaf,https://www.wikidata.org/wiki/Q911323,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,75
VID_JTDKARFP6H_176383980,176383980,JTDKARFP6H,53067011300,Lacey,https://www.wikidata.org/wiki/Q970086,98503,2017,Toyota,https://www.wikidata.org/wiki/Q53268,Toyota Prius Plug-in Hybrid,https://www.wikidata.org/wiki/Q7830860,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,25
VID_5YJ3E1EB7L_107015268,107015268,5YJ3E1EB7L,53007960700,Wenatchee,https://www.wikidata.org/wiki/Q958596,98801,2020,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,322
VID_5YJ3E1EB5P_252036522,252036522,5YJ3E1EB5P,53035080900,Bremerton,https://www.wikidata.org/wiki/Q695417,98312,2023,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model 3,https://www.wikidata.org/wiki/Q7705507,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
VID_WA1E2AFY7R_275900880,275900880,WA1E2AFY7R,53037975101,Cle Elum,https://www.wikidata.org/wiki/Q1065481,98922,2024,Audi AG,https://www.wikidata.org/wiki/Q23317,Audi Q5,https://www.wikidata.org/wiki/Q758769,plug-in hybrid,https://www.wikidata.org/wiki/Q1483388,Not eligible due to low battery range,23
VID_5YJSA1E25G_107700386,107700386,5YJSA1E25G,53067011422,Lacey,https://www.wikidata.org/wiki/Q970086,98503,2016,"Tesla, Inc.",https://www.wikidata.org/wiki/Q478214,Tesla Model S,https://www.wikidata.org/wiki/Q1463050,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,210
VID_1G1FW6S03H_199140483,199140483,1G1FW6S03H,53061051928,Bothell,https://www.wikidata.org/wiki/Q303046,98012,2017,Chevrolet,https://www.wikidata.org/wiki/Q29570,Chevrolet Bolt,https://www.wikidata.org/wiki/Q19580435,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Clean Alternative Fuel Vehicle Eligible,238
VID_1FTVW3LK1R_277978039,277978039,1FTVW3LK1R,53077940005,Toppenish,https://www.wikidata.org/wiki/Q986202,98948,2024,Ford,https://www.wikidata.org/wiki/Q44294,Ford F-150 Lightning,https://www.wikidata.org/wiki/Q99642802,battery electric vehicle,https://www.wikidata.org/wiki/Q1076882,Eligibility unknown as battery range has not been researched,0
